t,E_sum_sq,rel_drift
4.617800000000000438e+01,1.830524032449040162e-01,-4.537806057122407699e-01
4.617999999999999972e+01,1.822238226713047693e-01,-4.562530495097935068e-01
4.618200000000000216e+01,1.813888445865634580e-01,-4.587445831668565677e-01
4.618399999999999750e+01,1.805485073375834026e-01,-4.612521083071914885e-01
4.618599999999999994e+01,1.797038560546447838e-01,-4.637725063132960845e-01
4.618800000000000239e+01,1.788559410386392767e-01,-4.663026431388169746e-01
4.618999999999999773e+01,1.780058161394328375e-01,-4.688393741474354282e-01
4.619200000000000017e+01,1.771545371281974812e-01,-4.713795489697498731e-01
4.619400000000000261e+01,1.763031600665624921e-01,-4.739200163696484225e-01
4.619599999999999795e+01,1.754527396754382296e-01,-4.764576291116585649e-01
4.619800000000000040e+01,1.746043277063650256e-01,-4.789892488207626031e-01
4.620000000000000284e+01,1.737589713182300932e-01,-4.815117508261942403e-01
4.620199999999999818e+01,1.729177114621864020e-01,-4.840220289807618537e-01
4.620400000000000063e+01,1.720815812775861597e-01,-4.865170004473043375e-01
4.620600000000000307e+01,1.712516045017215549e-01,-4.889936104439462916e-01
4.620799999999999841e+01,1.704287938961358551e-01,-4.914488369399091505e-01
4.621000000000000085e+01,1.696141496922350111e-01,-4.938796952937294371e-01
4.621200000000000330e+01,1.688086580588924190e-01,-4.962832428258512341e-01
4.621399999999999864e+01,1.680132895946959692e-01,-4.986565833176869189e-01
4.621600000000000108e+01,1.672289978474389427e-01,-5.009968714293839831e-01
4.621800000000000352e+01,1.664567178634033251e-01,-5.033013170286920746e-01
4.621999999999999886e+01,1.656973647689273244e-01,-5.055671894234964325e-01
4.622200000000000131e+01,1.649518323866867586e-01,-5.077918214907658490e-01
4.622400000000000375e+01,1.642209918890542020e-01,-5.099726136948634636e-01
4.622599999999999909e+01,1.635056904908294972e-01,-5.121070379883744250e-01
4.622800000000000153e+01,1.628067501835595010e-01,-5.141926415888338209e-01
4.623000000000000398e+01,1.621249665135887086e-01,-5.162270506249637680e-01
4.623199999999999932e+01,1.614611074058981410e-01,-5.182079736462803510e-01
4.623400000000000176e+01,1.608159120357043892e-01,-5.201332049901867816e-01
4.623600000000000421e+01,1.601900897497029463e-01,-5.220006280009306110e-01
4.623799999999999955e+01,1.595843190387440380e-01,-5.238082180950882627e-01
4.624000000000000199e+01,1.589992465636372310e-01,-5.255540456685166006e-01
4.624200000000000443e+01,1.584354862356786575e-01,-5.272362788400145606e-01
4.624399999999999977e+01,1.578936183533961590e-01,-5.288531860272333018e-01
4.624600000000000222e+01,1.573741887969020148e-01,-5.304031383506878639e-01
4.624799999999999756e+01,1.568777082811360635e-01,-5.318846118620437213e-01
4.625000000000000000e+01,1.564046516691761091e-01,-5.332961895931641605e-01
4.625200000000000244e+01,1.559554573466786498e-01,-5.346365634227489005e-01
4.625399999999999778e+01,1.555305266584033341e-01,-5.359045357577173485e-01
4.625600000000000023e+01,1.551302234076599174e-01,-5.370990210268342668e-01
