x_position,intensity_no_detector,intensity_with_detector,intensity_slit1,intensity_slit2
80.64,0.037984520218095404,0.41505985476578666,0.29308325986367656,0.12197659490211009
80.72,0.034896290241498706,0.40749930630188846,0.2828177022631367,0.1246816040387518
80.8,0.04716061872305241,0.40061144670227183,0.2731346739814427,0.12747677272082913
80.88,0.07381546779846047,0.394353296409772,0.26398686390678483,0.13036643250298718
80.96000000000001,0.11339608040832717,0.3886871362104581,0.2553319415555175,0.13335519465494056
81.04,0.1639911179707648,0.38357989161748673,0.24713191852678362,0.13644797309070314
81.12,0.2233149896215649,0.37900261532971075,0.23935260573895245,0.1396500095907583
81.2,0.28879368468152344,0.37493005168410865,0.23196315009490626,0.1429669015892024
81.28,0.3576609415873114,0.37134027017344906,0.22493563733801356,0.14640463283543548
81.36,0.4270612212971474,0.3682143576069802,0.21824475032356883,0.14996960728341135
81.44,0.494155714610882,0.3655361605014908,0.21186747388960037,0.15366868661189043
81.52,0.5562275097610778,0.36329207091608273,0.20578283907825537,0.15750923183782733
81.60000000000001,0.6107820829412364,0.36147085027311016,0.19997170071963044,0.16149914955347972
81.68,0.6556394489753717,0.36006348680709693,0.19441654340917708,0.16564694339791985
81.76,0.6890146159131404,0.35906308320552716,0.18910131173794012,0.16996177146758706
81.84,0.7095834149730171,0.3584647717919863,0.18401126131095447,0.17445351048103186
81.92,0.7165313105737894,0.3582656552868947,0.17913282764344735,0.17913282764344735
82.0,0.7095834149730171,0.3584647717919863,0.17445351048103186,0.18401126131095447
82.08,0.6890146159131404,0.35906308320552716,0.16996177146758706,0.18910131173794012
82.16,0.6556394489753717,0.36006348680709693,0.16564694339791985,0.19441654340917708
82.24,0.6107820829412364,0.36147085027311016,0.16149914955347972,0.19997170071963044
82.32000000000001,0.5562275097610778,0.36329207091608273,0.15750923183782733,0.20578283907825537
82.4,0.494155714610882,0.3655361605014908,0.15366868661189043,0.21186747388960037
82.48,0.4270612212971474,0.3682143576069802,0.14996960728341135,0.21824475032356883
82.56,0.3576609415873114,0.37134027017344906,0.14640463283543548,0.22493563733801356
82.64,0.28879368468152344,0.37493005168410865,0.1429669015892024,0.23196315009490626
82.72,0.2233149896215649,0.37900261532971075,0.1396500095907583,0.23935260573895245
82.8,0.1639911179707648,0.38357989161748673,0.13644797309070314,0.24713191852678362
82.88,0.11339608040832717,0.3886871362104581,0.13335519465494056,0.2553319415555175
82.96000000000001,0.07381546779846047,0.394353296409772,0.13036643250298718,0.26398686390678483
83.04,0.04716061872305241,0.40061144670227183,0.12747677272082913,0.2731346739814427
83.12,0.034896290241498706,0.40749930630188846,0.1246816040387518,0.2828177022631367
83.2,0.037984520218095404,0.41505985476578666,0.12197659490211009,0.29308325986367656
83.28,0.0568467955345535,0.4233420657630764,0.11935767259547102,0.3039843931676054
83.36,0.09134599200915498,0.43240178418140657,0.11682100420875419,0.3155807799726524
83.44,0.14078885279003447,0.44230277833525233,0.1143629792585012,0.32793979907675114
83.52,0.20394904826185148,0.4531180075812518,0.11198019379876023,0.3411378137824916
83.60000000000001,0.27911013908126325,0.46493115682897374,0.10966943587472218,0.35526172095425157
83.68,0.36412707202948735,0.47783850420472485,0.10742767218856594,0.37041083201615893
83.76,0.45650420250380963,0.49195120781093,0.10525203586126641,0.3866991719496636
83.84,0.5534872828468755,0.5073981240157168,0.10313981518670162,0.40425830882901526
83.92,0.6521664055441412,0.5243293057307459,0.10108844328543892,0.423240862445307
84.0,0.7495865654812974,0.5429203786619039,0.09909548857533607,0.4438248900865679
84.08,0.8428623244775262,0.5633780624191396,0.09715864598470218,0.46621941643443743
84.16,0.9292930408765894,0.5859472004559009,0.09527572884137743,0.4906714716145234
84.24,1.0064752831681814,0.6109198014961752,0.09344466137784081,0.5174751401183344
84.32000000000001,1.0724093973522901,0.6386467962002866,0.09166347179844238,0.5469833244018443
84.4,1.1255977671966941,0.6695535091648616,0.08993028586018349,0.5796232233046781
84.48,1.1651331327225658,0.704160290865673,0.08824332092320132,0.6159169699424717
84.56,1.190776480690021,0.7431104339925835,0.08660088043134886,0.6565095535612346
84.64,1.203025608917336,0.7872085608742198,0.08500134878702606,0.7022072120871937
84.72,1.203177708449399,0.8374743682844257,0.0834431865877947,0.754031181696631
84.8,1.193392602362667,0.8952194081110523,0.08192492619533065,0.8132944819157216
84.88,1.1767683829813098,0.9621593076072679,0.08044516760997167,0.8817141399972962
84.96000000000001,1.1574495736498824,1.0405821021126398,0.0790025746265541,0.9615795274860857
85.04,1.140802584037958,1.1336083879780603,0.07759587124941396,1.0560125167286463
85.12,1.1337204205382911,1.245607569635919,0.0762238383463925,1.1693837312895266
85.2,1.1451723927793294,1.3828916071682584,0.07488531052346636,1.308006296644792
85.28,1.1872283604007092,1.55492907709914,0.073579173203211,1.481349903895929
85.36,1.277047093311415,1.776599859416119,0.07230435989175736,1.7042954995243615
85.44,1.4409694468273266,2.0727045145208605,0.07105984962020452,2.001644664900656
85.52,1.7236850884528359,2.487884915752613,0.06984466454763351,2.4180402512049795
85.60000000000001,2.211402708398004,3.1114258344425836,0.0686578677139385,3.042767966728645
85.68,3.1018960982508417,4.151659699709901,0.06749856093166573,4.084161138778235
85.76,4.986658827410697,6.233585644102034,0.06636588280692683,6.167219761295107
85.84,10.843691132266738,12.48220283506846,0.06525900688026506,12.416943828188195
85.92,120.36634894566456,124.98087157815169,0.064177139879074,124.91669443827261
86.0,11.047622020340222,12.480063348262034,0.06311952007383932,12.416943828188195
86.08,5.22809063428671,6.229305177026184,0.06208541573107719,6.167219761295107
86.16,3.3371304434545856,4.145235262434634,0.06107412365639849,4.084161138778235
86.24,2.411014039273566,3.1028529345502776,0.06008496782163255,3.042767966728645
86.32000000000001,1.8654037270098467,2.4771575492753852,0.05911729807040582,2.4180402512049795
86.4,1.5076964129659363,2.059815153797652,0.0581704888969959,2.001644664900656
86.48,1.2561515361217324,1.761539437818026,0.05724393829366444,1.7042954995243615
86.56,1.070260199373792,1.5376869705579628,0.05633706666203376,1.481349903895929
86.64,0.9277023439285749,1.3634556124291841,0.05544931578439196,1.308006296644792
86.72,0.8151896408773791,1.2239638791406402,0.05458014785111359,1.1693837312895266
86.8,0.7243282305739304,1.1097415612693033,0.05372904454065707,1.0560125167286463
86.88,0.649561783498538,1.0144750336349382,0.052895506148852627,0.9615795274860857
86.96000000000001,0.587069854441138,0.9337931907617234,0.05207905076442725,0.8817141399972962
87.04,0.534141595143539,0.8645736954036503,0.0512792134879286,0.8132944819157216
87.12,0.4888018319713875,0.8045267273880343,0.05049554569140337,0.754031181696631
87.2,0.44957847548790725,0.7519348264035682,0.049727614316374555,0.7022072120871937
87.28,0.4153527142193027,0.7054845547690577,0.04897500120782303,0.6565095535612346
87.36,0.385259591219271,0.6641542724245111,0.04823730248203935,0.6159169699424717
87.44,0.35862027455464074,0.6271373512310308,0.047514127926352664,0.5796232233046781
87.52,0.3348948488994202,0.5937884248307216,0.04680510042887728,0.5469833244018443
87.60000000000001,0.3136487360542082,0.563584995554875,0.046109855436540524,0.5174751401183344
87.68,0.2945283734986256,0.5360995120542927,0.04542804043976929,0.4906714716145234
87.76,0.27724330994893576,0.5109787309167544,0.04475931448231698,0.46621941643443743
87.84,0.2615528301166305,0.48792823778138134,0.04410334769481342,0.4438248900865679
87.92,0.2472558290900944,0.46670068329601483,0.04345982085070783,0.423240862445307
88.0,0.2341830532749435,0.44708673377237634,0.04282842494336111,0.40425830882901526
88.08,0.22219108840576476,0.4289080327327856,0.042208860783122006,0.3866991719496636
88.16,0.21115765348939874,0.412011670629453,0.04160083861329404,0.37041083201615893
88.24,0.20097788219421225,0.39626579869821954,0.04100407774396796,0.35526172095425157
88.32000000000001,0.1915613588215353,0.3815561199852494,0.040418306202757846,0.3411378137824916
88.4,0.18282973659450008,0.36778305947828926,0.03984326040153815,0.32793979907675114
88.48,0.17471480943861903,0.35485946479098396,0.03927868481833155,0.3155807799726524
88.56,0.16715693993725828,0.3427087248611575,0.038724331693552105,0.3039843931676054
88.64,0.16010376925297545,0.3312632206035291,0.0381799607398525,0.29308325986367656
88.72,0.15350915192740602,0.320463041128007,0.0376453388648703,0.2828177022631367
88.8,0.14733227128095144,0.31025491388765225,0.03712023990620958,0.2731346739814427
88.88,0.14153690080213502,0.30059130828481695,0.03660444437803211,0.26398686390678483
88.96000000000001,0.13609078427678786,0.29142968078418724,0.03609773922866972,0.2553319415555175
89.04,0.1309651130550351,0.2827318361354867,0.03559991760870308,0.24713191852678362
89.12,0.12613408322041036,0.27446338438793444,0.03511077864898199,0.23935260573895245
89.2,0.1215745188251006,0.2665932773430021,0.03463012724809584,0.23196315009490626
89.28,0.11726555002004163,0.2590934112068403,0.03415777386882676,0.22493563733801356
89.36,0.11318833701059801,0.251938284666715,0.03369353434314617,0.21824475032356883
89.44,0.10932583243665409,0.24510470357493996,0.033237229685339605,0.21186747388960037
89.52,0.10566257610729916,0.23857152499112252,0.03278868591286715,0.20578283907825537
89.60000000000001,0.10218451708866745,0.2323194345942191,0.032347733874588655,0.19997170071963044
89.68,0.09887885900530308,0.22633075249518042,0.03191420908600333,0.19441654340917708
89.76,0.09573392511402572,0.22058926330911116,0.03148795157117104,0.18910131173794012
89.84,0.0927390402782768,0.2150800670219569,0.031068805711002435,0.18401126131095447
89.92,0.08988442743643799,0.20978944774106753,0.030656620097620192,0.17913282764344735
90.0,0.08716111654012901,0.20470475787554157,0.030251247394509715,0.17445351048103186
90.08,0.08456086425408173,0.1998143156697801,0.029852544202193045,0.16996177146758706
90.16,0.08207608297061487,0.19510731432709294,0.02946037092917309,0.16564694339791985
90.24,0.07969977790910424,0.1905737412213882,0.02907459166790848,0.16149914955347972
90.32000000000001,0.07742549125223673,0.1862043059134194,0.02869507407559207,0.15750923183782733
90.4,0.07524725242275859,0.18199037587140807,0.028321689259517634,0.15366868661189043
90.48,0.07315953373206907,0.17792391895024065,0.027954311666829303,0.14996960728341135
90.56,0.07115721073962222,0.17399745181389648,0.027592818978460994,0.14640463283543548
90.64,0.06923552675309384,0.17020399359628238,0.027237092007079997,0.1429669015892024
90.72,0.06739006097644715,0.16653702418961866,0.026887014598860354,0.1396500095907583
90.8,0.0656166998786857,0.1629904466296223,0.02654247353891918,0.13644797309070314
90.88,0.06391161141208508,0.15955855311519823,0.026203358460257682,0.13335519465494056
90.96000000000001,0.06227122175658853,0.1562359942590434,0.02586956175605619,0.13036643250298718
91.04,0.06069219430813603,0.15301775121600988,0.025540978495180746,0.12747677272082913
91.12,0.05917141066400299,0.1498991103795154,0.02521750634076359,0.1246816040387518
91.2,0.05770595338866825,0.14687564037383957,0.024899045471729494,0.12197659490211009
91.28,0.05629309037001231,0.14394317110261434,0.024585498507143335,0.11935767259547102
91.36,0.054930260598422445,0.14109777464201606,0.024276770433261884,0.11682100420875419
91.44,0.05361506122112192,0.13833574779167856,0.023972768533177383,0.1143629792585012
91.52,0.052345235741230234,0.135653596117707,0.023673402318946782,0.11198019379876023
91.60000000000001,0.0511186632460243,0.13304801934082625,0.023378583466104066,0.10966943587472218
91.68,0.049933348561945166,0.13051589793902554,0.023088225750459598,0.10742767218856594
91.76,0.048787413245325706,0.12805428084835932,0.022802244987092907,0.10525203586126641
91.84,0.047679087327850825,0.12566037415815315,0.022520558971451523,0.10313981518670162
91.92,0.0466067017445511,0.12333153070791018,0.022243087422471264,0.10108844328543892
92.0,0.0455686813798883,0.12106524050297351,0.02196975192763744,0.09909548857533607
92.08,0.0445635386743105,0.11885912187461259,0.021700475889910406,0.09715864598470218
92.16,0.04358986773968332,0.11671091331781952,0.021435184476442087,0.09527572884137743
92.24,0.04264633893733358,0.11461846594685413,0.021173804569013313,0.09344466137784081
92.32000000000001,0.041731693877157694,0.11257973651456751,0.02091626471612513,0.09166347179844238
92.4,0.040844740800441766,0.11059278094686384,0.020662495086680346,0.08993028586018349
92.48,0.03998435031274908,0.1086557483483947,0.020412427425193377,0.08824332092320132
92.56,0.0391494514365526,0.10676687543981978,0.020165995008470914,0.08660088043134886
92.64,0.03833902795623172,0.10492448139073275,0.019923132603706695,0.08500134878702606
92.72,0.0375521150306855,0.10312696301573193,0.019683776427937234,0.0834431865877947
92.8,0.03678779605116939,0.10137279030413783,0.019447864108807177,0.08192492619533065
92.88,0.03604519972406481,0.09966050225656681,0.01921533464659514,0.08044516760997167
92.96000000000001,0.03532349736017358,0.09798870300400733,0.018986128377453223,0.0790025746265541
93.04,0.034621900353826784,0.09635605818722945,0.018760186937815483,0.07759587124941396
93.12,0.03393965783660944,0.09476129157632396,0.01853745322993146,0.0762238383463925
93.2,0.033276054491876296,0.09320318191195087,0.018317871388484515,0.07488531052346636
93.28,0.032630408517455356,0.09168055995146583,0.01810138674825483,0.073579173203211
93.36,0.032002069725054684,0.0901923057045466,0.01788794581278924,0.07230435989175736
93.44,0.03139041776587941,0.08873734584424625,0.01767749622404173,0.07105984962020452
93.52,0.03079486047287561,0.08731465128058305,0.01746998673294954,0.06984466454763351
93.60000000000001,0.030214832310834796,0.08592323488485007,0.017265367170911573,0.0686578677139385
93.68,0.02964979292633257,0.08456214935380292,0.017063588422137187,0.06749856093166573
93.76,0.02909922579014312,0.0832304852037608,0.016864602396833975,0.06636588280692683
93.84,0.02856263692538888,0.081927368885471,0.016668362005205942,0.06525900688026506
93.92,0.028039553715226647,0.08065196101130692,0.01647482113223292,0.064177139879074
94.0,0.02752952378438266,0.07940345468704368,0.01628393461320436,0.06311952007383932
94.08,0.027032113949303063,0.07818107394105848,0.01609565820998129,0.06208541573107719
94.16,0.026546909232103868,0.0769840722443599,0.015909948587961402,0.06107412365639849
94.24,0.026073511933883835,0.07581173111535536,0.015726763293722804,0.06008496782163255
94.32000000000001,0.0256115407633108,0.0746633588037296,0.015546060733323774,0.05911729807040582
94.4,0.025160630016711052,0.07353828904823173,0.015367800151235823,0.0581704888969959
94.48,0.024720428806173894,0.07243587990355312,0.015191941609888675,0.05724393829366444
94.56,0.024290600332457987,0.07135551263184045,0.015018445969806697,0.05633706666203376
94.64,0.0238708211997209,0.07029659065470896,0.014847274870316996,0.05544931578439196
94.72,0.02346078076931869,0.06925853856192352,0.014678390710809919,0.05458014785111359
94.8,0.02306018055012603,0.06824080117319078,0.014511756632533714,0.05372904454065707
94.88,0.022668733623015434,0.06724284264975848,0.014347336500905857,0.052895506148852627
94.96000000000001,0.02228616409730209,0.06626414565275097,0.014185094888323719,0.05207905076442725
95.04,0.021912206597124846,0.06530421054538732,0.014024997057458726,0.0512792134879286
95.12,0.021546605775873157,0.06436255463642095,0.013867008945017578,0.05049554569140337
95.2,0.021189115856909153,0.06343871146233067,0.013711097145956115,0.049727614316374555
95.28,0.02083950019895139,0.06253223010595377,0.013557228898130746,0.04897500120782303
95.36,0.020497530884607915,0.06164267454941282,0.013405372067373475,0.04823730248203935
95.44,0.02016298833064312,0.06076962305932977,0.013255495132977106,0.047514127926352664
95.52,0.019835660918665586,0.05991266760245473,0.013107567173577443,0.04680510042887728
95.60000000000001,0.019515344645011572,0.05907141328996039,0.012961557853419872,0.046109855436540524
95.68,0.01920184278868143,0.05824547784876775,0.012817437408998454,0.04542804043976929
95.76,0.0188949655962614,0.05743449111837236,0.012675176636055375,0.04475931448231698
95.84,0.01859452998283865,0.056638094571743396,0.012534746876929972,0.04410334769481342
95.92,0.01830035924797696,0.05585594085895393,0.012396120008246104,0.04345982085070783
96.0,0.018012282805885276,0.05508769337228868,0.01225926842892757,0.04282842494336111
96.08,0.01773013592896722,0.054333025831653364,0.01212416504853136,0.042208860783122006
96.16,0.01745375950399109,0.05359162188918302,0.011990783275888976,0.04160083861329404
96.24000000000001,0.017182999800168127,0.0528631747520143,0.011859097008046451,0.041004077743967846
96.32000000000001,0.016917708248473728,0.05214738682225184,0.011729080619493997,0.040418306202757846
96.4,0.01665774123158701,0.05144396935321444,0.011600708951676295,0.03984326040153815
96.48,0.01640295988386251,0.050752642121106736,0.011473957302775189,0.03927868481833155
96.56,0.016153229900785878,0.050073133111308676,0.011348801417756568,0.038724331693552105
96.64,0.015908421357398235,0.04940517821852583,0.011225217478673334,0.0381799607398525
96.72,0.015668408535204726,0.048748520960087305,0.011103182095217004,0.0376453388648703
96.8,0.015433069757113577,0.048102912201720124,0.010982672295510549,0.03712023990620958
96.88,0.015202287229979225,0.047468109895167324,0.010863665517135211,0.03660444437803211
96.96000000000001,0.014975946894346233,0.04684387882705429,0.010746139598384575,0.03609773922866972
97.04,0.014753938281018666,0.046229990378442234,0.010630072769739155,0.03559991760870308
97.12,0.014536154374097793,0.04562622229453695,0.010515443645554963,0.03511077864898199
97.2,0.014322491480155287,0.04503235846405588,0.01040223121596004,0.03463012724809584
97.28,0.014112849103225062,0.04444818870777953,0.01029041483895277,0.03415777386882676
97.36,0.013907129825319272,0.04387350857584239,0.010179974232696228,0.03369353434314617
97.44,0.01370523919218667,0.04330811915334252,0.010070889468002914,0.033237229685339605
97.52,0.013507085604050442,0.04275182687387154,0.009963140961004386,0.03278868591286715
97.60000000000001,0.013312580211076862,0.04220444334058925,0.009856709466000597,0.032347733874588655
97.68,0.013121636813339874,0.041665785154487225,0.009751576068483895,0.03191420908600333
97.76,0.012934171765058797,0.041135673749503485,0.009647722178332442,0.03148795157117104
97.84,0.012750103882901853,0.04061393523417113,0.009545129523168695,0.031068805711002435
97.92,0.012569354358155838,0.040100400239498284,0.009443780141878091,0.030656620097620192
98.0,0.01239184667257549,0.039594903772793136,0.00934365637828342,0.030251247394509715
98.08,0.012217506517736215,0.039097285077163785,0.00924474087497074,0.029852544202193045
98.16,0.012046261717722506,0.03860738749643553,0.009147016567262441,0.02946037092917309
98.24000000000001,0.011878042154993582,0.03812505834524199,0.009050466677333573,0.029074591667908416
98.32000000000001,0.011712779699276948,0.03765014878405945,0.008955074708467379,0.02869507407559207
98.4,0.011550408139348139,0.03718251369896382,0.008860824439446186,0.028321689259517634
98.48,0.011390863117561302,0.03672201158590347,0.008767699919074168,0.027954311666829303
98.56,0.011234082067004594,0.036268504439289154,0.008675685460828163,0.027592818978460994
98.64,0.011080004151158921,0.03582185764471321,0.008584765637633218,0.027237092007079997
98.72,0.010928570205945719,0.035381939875619814,0.008494925276759463,0.026887014598860354
98.8,0.010779722684055418,0.0349486229937562,0.008406149454837017,0.02654247353891918
98.88,0.010633405601453738,0.03452178195324354,0.008318423492985859,0.026203358460257682
98.96000000000001,0.010489564485967476,0.03410129470811363,0.008231732952057435,0.02586956175605619
99.04,0.010348146327857851,0.03368704212316609,0.008146063627985341,0.025540978495180746
99.12,0.010209099532292414,0.033278907888005325,0.008061401547241734,0.02521750634076359
99.2,0.010072373873632526,0.03287677843412663,0.00797773296239714,0.024899045471729494
99.28,0.009937920451456382,0.03248054285492402,0.00789504434778069,0.024585498507143335
99.36,0.009805691648242182,0.032090092828500075,0.007813322395238192,0.024276770433261884
99.44,0.009675641088639324,0.03170532254316292,0.007732554009985537,0.023972768533177383
99.52,0.009547723600259513,0.03132612862550172,0.007652726306554939,0.023673402318946782
99.60000000000001,0.00942189517592232,0.03095241007093563,0.007573826604831562,0.023378583466104066
99.68,0.009298112937293669,0.030584068176637957,0.007495842426178359,0.023088225750459598
99.76,0.009176335099857848,0.03022100647673946,0.007418761489646553,0.022802244987092907
99.84,0.009056520939167197,0.029863130679721468,0.007342571708269947,0.022520558971451523
99.92,0.008938630758315934,0.0295103486079119,0.007267261185440634,0.022243087422471264
100.0,0.008822625856587,0.029162570139001604,0.007192818211364162,0.02196975192763744
100.08,0.008708468499223514,0.028819707149502546,0.0071192312595921405,0.021700475889910406
100.16,0.008596121888278461,0.028481673460072347,0.0070464889836302615,0.021435184476442087
100.24000000000001,0.008485550134498409,0.0281483847826332,0.0069745802136199474,0.021173804569013254
100.32000000000001,0.008376718230199328,0.027819758669216856,0.006903493953091729,0.02091626471612513
100.4,0.008269592023093937,0.027495714462468818,0.006833219375788473,0.020662495086680346
100.48,0.008164138191032755,0.027176173247750283,0.006763745822556907,0.020412427425193377
100.56,0.00806032421762181,0.026861057806776507,0.006695062798305594,0.020165995008470914
100.64,0.007958118368682269,0.02655029257273447,0.006627159969027776,0.019923132603706695
100.72,0.007857489669518524,0.026243803586824738,0.006560027158887502,0.019683776427937234
100.8,0.007758407882962946,0.025941518456174623,0.006493654347367446,0.019447864108807177
100.88,0.007660843488166693,0.025643366313072062,0.006428031666476925,0.01921533464659514
100.96000000000001,0.0075647676601075355,0.025349277775471885,0.006363149398018662,0.018986128377453223
101.04,0.007470152249786968,0.025059184908728396,0.006298997970912913,0.018760186937815483
101.12,0.00737696976508965,0.024773021188508833,0.006235567958577371,0.01853745322993146
101.2,0.0072851933522801015,0.02449072146484632,0.006172850076361807,0.018317871388484515
101.28,0.007194796778112087,0.02421222192729071,0.006110835179035878,0.01810138674825483
101.36,0.0071057544125273904,0.023937460071118185,0.006049514258328943,0.01788794581278924
101.44,0.007018041211921703,0.023666374664562354,0.005988878440520622,0.01767749622404173
101.52,0.006931632702956314,0.023398905717030453,0.0059289189840809105,0.01746998673294954
101.60000000000001,0.0068465049668950334,0.023134994448270177,0.005869627277358602,0.017265367170911573
101.68,0.006762634624446969,0.02287458325845422,0.005810994836317034,0.017063588422137187
101.76,0.006679998821096067,0.022617615699149763,0.005753013302315787,0.016864602396833975
101.84,0.006598575212899848,0.02236403644514349,0.005695674439937547,0.016668362005205942
101.92,0.006518341952739792,0.022113791267091783,0.005638970134858864,0.01647482113223292
102.0,0.006439277677006996,0.021866827004968226,0.005582892391763869,0.01628393461320436
102.08,0.006361361492707265,0.021623091542281227,0.005527433332299936,0.01609565820998129
102.16,0.006284572964970452,0.021382533781035735,0.005472585193074333,0.015909948587961402
102.24000000000001,0.0062088921049493935,0.02114510361741361,0.00541834032369084,0.01572676329372277
102.32000000000001,0.00613429935809473,0.020910751918149357,0.005364691184825583,0.015546060733323774
102.4,0.006060775592791773,0.02067943049757675,0.005311630346340924,0.015367800151235823
102.48,0.005988302089347062,0.02045109209532549,0.005259150485436817,0.015191941609888675
102.56,0.005916860529311819,0.020225690354645262,0.005207244384838565,0.015018445969806697
102.64,0.005846432985130747,0.020003179801337253,0.005155904931020258,0.014847274870316996
102.72,0.0057770019101046465,0.01978351582327297,0.00510512511246305,0.014678390710809919
102.8,0.0057085501286558695,0.019566654650481196,0.005054898017947483,0.014511756632533714
102.88,0.005641060826886302,0.019352553335784964,0.005005216834879107,0.014347336500905857
102.96000000000001,0.0055745175434175195,0.019141169735970347,0.004956074847646629,0.014185094888323719
103.04,0.00550890416050369,0.018932462493470647,0.00490746543601192,0.014024997057458726
103.12,0.0054442048954075955,0.018726391018548606,0.004859382073531027,0.013867008945017578
103.2,0.005380404292031082,0.018522915471961818,0.0048118183260057006,0.013711097145956115
103.28,0.005317487212791187,0.018321996748095353,0.004764767849964607,0.013557228898130746
103.36,0.005255438830733629,0.01812359645854709,0.004718224391173617,0.013405372067373475
103.44,0.005194244621875765,0.01792767691615165,0.004672181783174545,0.013255495132977106
103.52,0.005133890357771324,0.017734201119429152,0.004626633945851711,0.013107567173577443
103.60000000000001,0.0050743620982893105,0.017543132737445538,0.004581574884025666,0.012961557853419872
103.68,0.005015646184600543,0.01735443609507206,0.004536998686073604,0.012817437408998454
103.76,0.004957729232364506,0.017168076158631067,0.0044928995225756935,0.012675176636055375
103.84,0.004900598125109496,0.01698401852191695,0.00444927164498698,0.012534746876929972
103.92,0.004844240007801295,0.016802229392580248,0.004406109384334145,0.012396120008246104
104.0,0.004788642280592252,0.01662267557886422,0.00436340714993665,0.01225926842892757
104.08,0.004733792592746475,0.016445324476683114,0.004321159428151755,0.01212416504853136
104.16,0.00467967883673488,0.016270144057031817,0.004279360781142842,0.011990783275888976
104.24000000000001,0.004626289142494029,0.01609710285371705,0.004238005845670597,0.011859097008046451
104.32000000000001,0.004573611871844969,0.01592616995140058,0.004197089331906582,0.011729080619493997
104.4,0.004521635613065452,0.01575731497394491,0.004156606022268614,0.011600708951676295
104.48,0.004470349175611454,0.01559050807305279,0.004116550770277602,0.011473957302775189
104.56,0.004419741584983371,0.015425719917191928,0.004076918499435359,0.011348801417756568
104.64,0.004369802077732139,0.01526292168079625,0.004037704202122915,0.011225217478673334
104.72,0.004320520096600323,0.015102085033735915,0.00399890293851891,0.011103182095217004
104.8,0.004271885285795477,0.014943182131048229,0.00396050983553768,0.010982672295510549
104.88,0.004223887486389519,0.014786185602921807,0.0039225200857865945,0.010863665517135211
104.96000000000001,0.004176516731842616,0.014631068544926795,0.0038849289465422198,0.010746139598384575
105.04,0.0041297632436454014,0.014477804508484175,0.003847731738745021,0.010630072769739155
105.12,0.004083617427078107,0.014326367491567016,0.003810923846012053,0.010515443645554963
105.2,0.004038069867080885,0.014176731929627467,0.0037745007136674277,0.01040223121596004
105.28,0.003993111324234075,0.014028872686742883,0.0037384578477901134,0.01029041483895277
105.36,0.003948732730842897,0.01388276504697492,0.003702790814278692,0.010179974232696228
105.44,0.003904925187125613,0.013738384705935722,0.003667495237932808,0.010070889468002914
105.52,0.003861679957500065,0.013595707762555248,0.0036325668015508624,0.009963140961004386
105.60000000000001,0.003818988466967105,0.013454710711044312,0.0035980012450437145,0.009856709466000597
105.68,0.0037768422975872945,0.013315370433047926,0.0035637943645640303,0.009751576068483895
105.76,0.003735233185048365,0.013177664189983358,0.003529942011650915,0.009647722178332442
105.84,0.0036941530153202055,0.01304156961555831,0.003496440092389615,0.009545129523168695
105.92,0.003653593821396079,0.012907064708463986,0.0034632845665858946,0.009443780141878091
106.0,0.0036135477801158486,0.012774127825238301,0.00343047144695488,0.00934365637828342
106.08,0.003574007209070251,0.01264273767329472,0.0033979967983239793,0.00924474087497074
106.16,0.0035349645635832185,0.01251287330411213,0.0033658567368496893,0.009147016567262441
106.24000000000001,0.0034964124337696282,0.012384514106581535,0.003334047429247962,0.009050466677333573
106.32000000000001,0.003458343541667346,0.012257639800505274,0.003302565092037894,0.008955074708467379
106.4,0.003420750738440315,0.0121322304302446,0.0032714059907984136,0.008860824439446186
106.48,0.003383627001651248,0.012008266358511956,0.0032405664394377894,0.008767699919074168
106.56,0.0033469654326019364,0.01188572826030382,0.0032100427994756577,0.008675685460828163
106.64,0.0033107592537392288,0.011764597116970553,0.003179831479337334,0.008584765637633218
106.72,0.003275001806124236,0.011644854210419619,0.0031499289336601568,0.008494925276759463
106.8,0.003239686546964238,0.011526481117448684,0.0031203316626116674,0.008406149454837017
106.88,0.0032048070472038663,0.011409459704205193,0.003091036211219334,0.008318423492985859
106.96000000000001,0.003170356989175672,0.011293772120769083,0.0030620391687116487,0.008231732952057435
107.04,0.003136330164306726,0.01117940079585571,0.00303333716787037,0.008146063627985341
107.12,0.0031027204708813125,0.011066328431635375,0.003004926884393641,0.008061401547241734
107.2,0.0030695219118565334,0.010954537998666993,0.0029768050362698525,0.00797773296239714
107.28,0.0030367285927310338,0.010844012730942688,0.002948968383161998,0.00789504434778069
107.36,0.003004334719463642,0.010734736121040513,0.002921413725802321,0.007813322395238192
107.44,0.0029723345964423257,0.0106266919153826,0.0028941379053970626,0.007732554009985537
107.52,0.002940722624500506,0.010519864109596069,0.0028671378030411298,0.007652726306554939
107.60000000000001,0.002909493298980568,0.010414236943974042,0.0028404103391424804,0.007573826604831562
107.68,0.0028786412078427837,0.010309794899034405,0.0028139524728560453,0.007495842426178359
107.76,0.002848161029818524,0.010206522691173541,0.0027877612015269893,0.007418761489646553
107.84,0.002818047532606258,0.010104405268413122,0.0027618335601431745,0.007342571708269947
107.92,0.002788295571110068,0.01000342780623726,0.002736166620796626,0.007267261185440634
108.0,0.002758900085718357,0.00990357570351798,0.0027107574921538167,0.007192818211364162
108.08,0.002729856100622672,0.00980483457852678,0.0026856033189346395,0.0071192312595921405
