time,entropy,energy
14.0,0.537946585280765,1.0530449076743025
14.25,0.5364265675338479,1.0531766038264638
14.5,0.5375030149784089,1.0529791908057409
14.75,0.5367258653144892,1.0532267281697976
15.0,0.5369366243972556,1.0529035152571422
15.25,0.5367540178148843,1.0532785137482394
15.5,0.5363879338024765,1.052815616613324
15.75,0.5364476431245198,1.0533288048168867
16.0,0.5361611332566012,1.0527167268391164
16.25,0.5357799853248819,1.0533689926480765
16.5,0.5366132413850936,1.0526133985906714
16.75,0.5347584310866139,1.0533828606273745
17.0,0.5371068513485947,1.0525197291798702
17.25,0.5334267107635233,1.053344179045562
17.5,0.5372889465392835,1.0524597957678865
17.75,0.5318697287105904,1.0532143625231103
18.0,0.5369410790912547,1.0524699435043456
18.25,0.5302295324934617,1.0529406774121046
18.5,0.5359180100026352,1.052600400501955
18.75,0.5287297474578136,1.0524556343733253
19.0,0.5341399119786889,1.052915566757474
19.25,0.5277168249160894,1.0516782761164623
19.5,0.5315862371551207,1.0534922868333185
19.75,0.5268480082403862,1.0505180212607497
20.0,0.5282859188939671,1.0544155163868532
20.25,0.5253120935097972,1.0488815104879692
20.5,0.524303221796517,1.055771063663398
20.75,0.5226199425532997,1.046682503558211
21.0,0.5197158271668071,1.0576355313288788
21.25,0.5184861386852736,1.0438543184522124
21.5,0.5145891832649323,1.060064160246675
21.75,0.5128990070097529,1.0403636589671208
22.0,0.50894756594979,1.0630778958017515
22.25,0.5061470508630805,1.0362240631262591
22.5,0.5027545687254016,1.0666515303478858
22.75,0.4987663278482566,1.03150676957922
23.0,0.4958995443312979,1.0707050769796016
23.25,0.4913872528734608,1.0263466889689763
23.5,0.48809961223447673,1.0751004725043583
23.75,0.48454871877540945,1.0209414872623714
24.0,0.47895350539885606,1.0796452199002098
24.25,0.47857569411401735,1.0155425651655468
24.5,0.4680157983178422,1.0841036791584682
24.75,0.4736184934944718,1.0104378761891382
25.0,0.45501342638883985,1.0882155183526323
25.25,0.46976313908391437,1.0059278867758674
25.5,0.44051207299643275,1.0917195518117713
25.75,0.46704884017092846,1.002297290555003
26.0,0.4274476901192101,1.0943800783517543
26.25,0.465454695736036,0.9997860675766921
26.5,0.42184960307292557,1.0960121415970094
26.75,0.46497891917475687,0.9985638932198602
27.0,0.43227569601796,1.0965020482335557
27.25,0.4656715393225607,0.9987116198041281
27.5,0.457519824352095,1.0958200590338325
27.75,0.46736895377794085,1.0002125906868988
28.0,0.48027739235150496,1.0940233278461662
28.25,0.4699809192569886,1.0029550654379562
28.5,0.4940163163473697,1.0912486905174839
28.75,0.4734737586698765,1.0067453159207493
29.0,0.4998250133017112,1.0876965004233887
29.25,0.4778049286841725,1.0113293302003072
29.5,0.5014420959438229,1.0836080575299905
29.75,0.4828922872567695,1.0164198432763425
30.0,0.5023383599191974,1.0792400303745961
30.25,0.48859394181866433,1.0217248150602694
30.5,0.5041682738055181,1.0748394872914118
30.75,0.494703337445354,1.0269735717184918
31.0,0.5069032384113181,1.070622738030974
31.25,0.5009719962853945,1.0319375434837308
31.5,0.5101161248341726,1.0667602735460333
31.75,0.5071988557199962,1.0364436774338281
32.0,0.5134457082662641,1.0633689031224145
32.25,0.5133169034376526,1.040379918883421
32.5,0.516679856031671,1.0605109773519954
32.75,0.5191412278161927,1.0436933796616656
33.0,0.5196821952115255,1.0581995766640595
33.25,0.5243742918750925,1.0463827401292574
33.5,0.5223865547938135,1.0564078884373573
33.75,0.5287378559265287,1.0484869495141418
34.0,0.5247880194620993,1.0550807467939396
34.25,0.5320670170181313,1.0500723810068262
34.5,0.5269726115386224,1.0541464337559536
34.75,0.534338128064452,1.0512203338479134
35.0,0.5292276710306,1.0535272387459715
35.25,0.5356441516778757,1.0520162773551514
35.5,0.5316315685934331,1.0531478145578765
35.75,0.5361527441263575,1.052541640923323
36.0,0.5338306830923166,1.052940924119691
36.25,0.5360659779659137,1.0528683929464326
36.5,0.5356704128218763,1.0528506444318504
36.75,0.5355924303997761,1.053056206839373
37.0,0.5370744396325638,1.0528334244557631
37.25,0.534950213401913,1.0531517256516139
37.5,0.538010531795218,1.0528575669235962
37.75,0.5344023531137571,1.0531893094589317
38.0,0.538477997670679,1.052901737656383
38.25,0.5344711119950638,1.0531926542745345
38.5,0.5385008191030812,1.052953037160564
38.75,0.5352766614445778,1.0531767658125746
39.0,0.5381232685142995,1.0530050410400085
39.25,0.5362991194007755,1.0531499128822246
39.5,0.5374087145375323,1.0530560663955502
39.75,0.5373108442071367,1.0531153379303033
40.0,0.5364437991094665,1.05310777854062
