step,energy,drift
176,1.5630467058e+00,-2.841177e-16
177,1.5630467058e+00,-1.420588e-16
178,1.5630467058e+00,-2.841177e-16
179,1.5630467058e+00,0.000000e+00
180,1.5630467058e+00,-1.420588e-16
181,1.5630467058e+00,-1.420588e-16
182,1.5630467058e+00,0.000000e+00
183,1.5630467058e+00,0.000000e+00
184,1.5630467058e+00,4.261765e-16
185,1.5630467058e+00,-1.420588e-16
186,1.5630467058e+00,-1.420588e-16
187,1.5630467058e+00,0.000000e+00
188,1.5630467058e+00,-4.261765e-16
189,1.5630467058e+00,-1.420588e-16
190,1.5630467058e+00,0.000000e+00
191,1.5630467058e+00,-1.420588e-16
192,1.5630467058e+00,0.000000e+00
193,1.5630467058e+00,-1.420588e-16
194,1.5630467058e+00,-2.841177e-16
195,1.5630467058e+00,-1.420588e-16
196,1.5630467058e+00,2.841177e-16
197,1.5630467058e+00,2.841177e-16
198,1.5630467058e+00,2.841177e-16
199,1.5630467058e+00,2.841177e-16
200,1.5630467058e+00,-1.420588e-16
