x,y,l_z_initial,l_z_final
1.500000,0.400000,-7.9918729237e-05,7.0563962246e-03
1.500000,0.500000,-1.2020667175e-04,7.7253888973e-03
1.500000,0.600000,-1.6552796388e-04,7.3595373959e-03
1.500000,0.700000,-2.1419668933e-04,4.9296157489e-03
1.500000,0.800000,-2.6465059920e-04,5.6722942477e-04
1.500000,0.900000,-3.1552765063e-04,-2.8256870442e-03
1.500000,1.000000,-3.6570452082e-04,7.7568759368e-04
1.500000,1.100000,-4.1430374912e-04,7.9000688108e-03
1.500000,1.200000,-4.6067869429e-04,1.2930234366e-02
1.500000,1.300000,-5.0438536397e-04,7.5109527942e-03
1.500000,1.400000,-5.4514852422e-04,-1.6032676980e-03
1.500000,1.500000,-5.8282733185e-04,3.4465834856e-03
1.500000,1.600000,-6.1738369683e-04,1.1868819330e-02
1.500000,1.700000,-6.4885498162e-04,4.9630627003e-03
1.500000,1.800000,-6.7733153798e-04,6.0248014549e-03
1.500000,1.900000,-7.0293890841e-04,2.4187988146e-03
1.500000,2.000000,-7.2582416724e-04,-3.8909373119e-03
1.500000,2.100000,-7.4614574023e-04,9.1601825252e-03
1.500000,2.200000,-7.6406603350e-04,-2.5159475211e-03
1.500000,2.300000,-7.7974626360e-04,4.9901978110e-04
1.500000,2.400000,-7.9334296900e-04,6.4843098089e-04
1.500000,2.500000,-8.0500577834e-04,-1.2433464174e-04
1.500000,2.600000,-8.1487609864e-04,1.4118379278e-04
1.500000,2.700000,-8.2308646261e-04,1.8572264330e-04
1.500000,2.800000,-8.2976033739e-04,1.1494175387e-03
1.500000,2.900000,-8.3501224663e-04,-4.6341526185e-05
1.500000,3.000000,-8.3894809763e-04,1.6878977342e-03
1.500000,3.100000,-8.4166563451e-04,1.8917890890e-04
1.600000,-3.200000,-8.2060116628e-04,-2.9159291557e-01
1.600000,-3.100000,-8.1601544810e-04,-3.1779262403e-01
1.600000,-3.000000,-8.1225049067e-04,-2.8377696218e-01
1.600000,-2.900000,-8.0723279005e-04,-2.8163400165e-01
1.600000,-2.800000,-8.0086745079e-04,-2.7431627091e-01
1.600000,-2.700000,-7.9305273152e-04,-2.3813308155e-01
1.600000,-2.600000,-7.8367992184e-04,-2.6415678582e-01
1.600000,-2.500000,-7.7263341100e-04,-2.1167604602e-01
1.600000,-2.400000,-7.5979103454e-04,-2.1868584730e-01
1.600000,-2.300000,-7.4502481273e-04,-2.2458993750e-01
1.600000,-2.200000,-7.2820222917e-04,-1.6545811562e-01
1.600000,-2.100000,-7.0918823959e-04,-1.7442750298e-01
1.600000,-2.000000,-6.8784825023e-04,-1.9401818820e-01
1.600000,-1.900000,-6.6405235996e-04,-1.5304012755e-01
1.600000,-1.800000,-6.3768121668e-04,-9.5387432889e-02
1.600000,-1.700000,-6.0863388863e-04,-8.2658292919e-02
1.600000,-1.600000,-5.7683818086e-04,-7.5205006631e-02
1.600000,-1.500000,-5.4226381235e-04,-6.6930968105e-02
1.600000,-1.400000,-5.0493877736e-04,-7.0785046199e-02
1.600000,-1.300000,-4.6496899802e-04,-8.1618460980e-02
1.600000,-1.200000,-4.2256097663e-04,-8.4708248747e-02
1.600000,-1.100000,-3.7804651868e-04,-8.0719312128e-02
1.600000,-1.000000,-3.3190768122e-04,-8.0973992389e-02
1.600000,-0.900000,-2.8479892515e-04,-8.3888829685e-02
1.600000,-0.800000,-2.3756213786e-04,-8.3256011427e-02
1.600000,-0.700000,-1.9122903336e-04,-7.8237541043e-02
1.600000,-0.600000,-1.4700490153e-04,-7.1607979452e-02
1.600000,-0.500000,-1.0622837398e-04,-6.2105573780e-02
1.600000,-0.400000,-7.0304356000e-05,-5.0265824851e-02
1.600000,-0.300000,-4.0611735871e-05,-4.1568973643e-02
1.600000,-0.200000,-1.8393409143e-05,-2.8639032039e-02
1.600000,-0.100000,-4.6421589322e-06,-1.8476356608e-02
1.600000,0.000000,0.0000000000e+00,-6.4844062371e-03
1.600000,0.100000,-4.6888137974e-06,5.5200071650e-03
1.600000,0.200000,-1.8485606685e-05,1.5861550831e-02
1.600000,0.300000,-4.0747334326e-05,2.8653088549e-02
1.600000,0.400000,-7.0480336872e-05,3.7423892133e-02
1.600000,0.500000,-1.0644104340e-04,4.9681612270e-02
1.600000,0.600000,-1.4725011405e-04,5.8247231978e-02
1.600000,0.700000,-1.9150241298e-04,6.5999428596e-02
1.600000,0.800000,-2.3785927625e-04,7.1841044203e-02
1.600000,0.900000,-2.8511554431e-04,7.1364274855e-02
1.600000,1.000000,-3.3223975495e-04,7.2599755626e-02
1.600000,1.100000,-3.7839035363e-04,7.1172455810e-02
1.600000,1.200000,-4.2291325758e-04,7.4490739035e-02
1.600000,1.300000,-4.6532680411e-04,7.6758641729e-02
1.600000,1.400000,-5.0529957678e-04,6.6614968225e-02
1.600000,1.500000,-5.4262544211e-04,6.0315939549e-02
1.600000,1.600000,-5.7719881744e-04,7.1352804044e-02
1.600000,1.700000,-6.0899201390e-04,8.7967036217e-02
1.600000,1.800000,-6.3803558247e-04,1.0734887154e-01
1.600000,1.900000,-6.6440195322e-04,1.7032459542e-01
1.600000,2.000000,-6.8819226036e-04,2.1113679305e-01
1.600000,2.100000,-7.0952602871e-04,1.8887514602e-01
1.600000,2.200000,-7.2853330544e-04,1.8018578161e-01
1.600000,2.300000,-7.4534880701e-04,2.4081486460e-01
1.600000,2.400000,-7.6010768011e-04,2.3207159883e-01
1.600000,2.500000,-7.7294252620e-04,2.2577090161e-01
1.600000,2.600000,-7.8398139518e-04,2.7852353062e-01
1.600000,2.700000,-7.9334650917e-04,2.5077695821e-01
1.600000,2.800000,-8.0115352597e-04,2.8815680317e-01
1.600000,2.900000,-8.0751119419e-04,2.9418281064e-01
1.600000,3.000000,-8.1252128598e-04,2.9652007007e-01
1.600000,3.100000,-8.1627872136e-04,3.3027413900e-01
1.700000,-3.200000,-7.9596624427e-04,-3.0338483876e-01
1.700000,-3.100000,-7.9038495981e-04,-3.6399395562e-01
1.700000,-3.000000,-7.8564347325e-04,-2.8387390777e-01
1.700000,-2.900000,-7.7962595220e-04,-3.3367469089e-01
1.700000,-2.800000,-7.7224171743e-04,-2.7392796867e-01
1.700000,-2.700000,-7.6339465714e-04,-2.8817095954e-01
1.700000,-2.600000,-7.5298341054e-04,-2.8480174010e-01
1.700000,-2.500000,-7.4090179275e-04,-2.3515203010e-01
1.700000,-2.400000,-7.2703954867e-04,-2.7262332189e-01
1.700000,-2.300000,-7.1128354737e-04,-2.4520805125e-01
1.700000,-2.200000,-6.9351955642e-04,-1.7779426488e-01
1.700000,-2.100000,-6.7363476821e-04,-2.5055581006e-01
1.700000,-2.000000,-6.5152128428e-04,-2.0348393606e-01
1.700000,-1.900000,-6.2708079859e-04,-1.6735508282e-01
1.700000,-1.800000,-6.0023074862e-04,-1.2694119929e-01
1.700000,-1.700000,-5.7091221738e-04,-1.0547320632e-01
1.700000,-1.600000,-5.3909985429e-04,-1.1675571917e-01
1.700000,-1.500000,-5.0481402055e-04,-1.2782389572e-01
1.700000,-1.400000,-4.6813522704e-04,-1.3216183783e-01
1.700000,-1.300000,-4.2922068992e-04,-1.4768854814e-01
1.700000,-1.200000,-3.8832244826e-04,-1.6661908609e-01
1.700000,-1.100000,-3.4580594603e-04,-1.6825693316e-01
1.700000,-1.000000,-3.0216728072e-04,-1.5573127923e-01
1.700000,-0.900000,-2.5804651665e-04,-1.3876127957e-01
1.700000,-0.800000,-2.1423368362e-04,-1.2583609669e-01
1.700000,-0.700000,-1.7166355869e-04,-1.1788059482e-01
1.700000,-0.600000,-1.3139537582e-04,-1.1178463428e-01
1.700000,-0.500000,-9.4574564112e-05,-1.0120685025e-01
1.700000,-0.400000,-6.2375716756e-05,-8.4930370194e-02
1.700000,-0.300000,-3.5929198603e-05,-6.9225420128e-02
1.700000,-0.200000,-1.6237640828e-05,-4.7697018236e-02
1.700000,-0.100000,-4.0921287463e-06,-2.8755611373e-02
1.700000,0.000000,0.0000000000e+00,-7.8526275826e-03
1.700000,0.100000,-4.1358398308e-06,1.3079900791e-02
1.700000,0.200000,-1.6324133042e-05,3.2361076264e-02
1.700000,0.300000,-3.6056673589e-05,5.3923471721e-02
1.700000,0.400000,-6.2541622603e-05,7.0370747878e-02
1.700000,0.500000,-9.4775748826e-05,8.7858526133e-02
1.700000,0.600000,-1.3162826134e-04,9.8676683138e-02
1.700000,0.700000,-1.7192431735e-04,1.0697297272e-01
1.700000,0.800000,-2.1451840181e-04,1.1581034772e-01
1.700000,0.900000,-2.5835133483e-04,1.2759694449e-01
1.700000,1.000000,-3.0248850411e-04,1.4698321250e-01
1.700000,1.100000,-3.4614012454e-04,1.5809958506e-01
1.700000,1.200000,-3.8866642772e-04,1.5633879719e-01
1.700000,1.300000,-4.2957163872e-04,1.4280102289e-01
1.700000,1.400000,-4.6849064312e-04,1.2805936614e-01
1.700000,1.500000,-5.0517172385e-04,1.2065947496e-01
1.700000,1.600000,-5.3945796920e-04,1.1285462356e-01
1.700000,1.700000,-5.7126914907e-04,1.1069839427e-01
1.700000,1.800000,-6.0058515611e-04,1.4156342396e-01
1.700000,1.900000,-6.2743156686e-04,1.8674698912e-01
1.700000,2.000000,-6.5186749694e-04,2.2164300113e-01
1.700000,2.100000,-6.7397568158e-04,2.7008938123e-01
1.700000,2.200000,-6.9385457576e-04,1.9238534424e-01
1.700000,2.300000,-7.1161220536e-04,2.6352328809e-01
1.700000,2.400000,-7.2736148641e-04,2.8857861586e-01
1.700000,2.500000,-7.4121674294e-04,2.4973534187e-01
1.700000,2.600000,-7.5329118300e-04,3.0079014337e-01
1.700000,2.700000,-7.6369512620e-04,3.0230850130e-01
1.700000,2.800000,-7.7253481120e-04,2.8807941625e-01
1.700000,2.900000,-7.7991164336e-04,3.4799184866e-01
1.700000,3.000000,-7.8592177127e-04,2.9681588132e-01
1.700000,3.100000,-7.9065590432e-04,3.7800306950e-01
1.800000,-3.200000,-7.7115530867e-04,-8.4066659221e-02
1.800000,-3.100000,-7.6466107241e-04,-9.8019741112e-02
1.800000,-3.000000,-7.5901284436e-04,-6.9646914511e-02
1.800000,-2.900000,-7.5207590506e-04,-9.7099648749e-02
1.800000,-2.800000,-7.4376493572e-04,-5.9156310614e-02
1.800000,-2.700000,-7.3399063623e-04,-9.1170542142e-02
1.800000,-2.600000,-7.2266018141e-04,-6.2054625746e-02
1.800000,-2.500000,-7.0967795189e-04,-5.9899341471e-02
1.800000,-2.400000,-6.9494662372e-04,-8.2506200447e-02
1.800000,-2.300000,-6.7836872007e-04,-3.8711350339e-02
1.800000,-2.200000,-6.5984874950e-04,-4.8147868390e-02
1.800000,-2.100000,-6.3929607745e-04,-5.7774594739e-02
1.800000,-2.000000,-6.1662869856e-04,-5.0322496861e-02
1.800000,-1.900000,-5.9177809400e-04,-2.3630439051e-02
1.800000,-1.800000,-5.6469536349e-04,-2.1503808065e-02
1.800000,-1.700000,-5.3535880913e-04,-2.4584537622e-02
1.800000,-1.600000,-5.0378310458e-04,-2.5626567383e-02
1.800000,-1.500000,-4.7003009410e-04,-3.9903227424e-02
1.800000,-1.400000,-4.3422111328e-04,-5.3824284718e-02
1.800000,-1.300000,-3.9655048883e-04,-4.5522751969e-02
1.800000,-1.200000,-3.5729954404e-04,-3.0979347921e-02
1.800000,-1.100000,-3.1685000914e-04,-2.8538624447e-02
1.800000,-1.000000,-2.7569523407e-04,-3.2847601523e-02
1.800000,-0.900000,-2.3444708800e-04,-3.5475865076e-02
1.800000,-0.800000,-1.9383601739e-04,-3.2297791172e-02
1.800000,-0.700000,-1.5470158637e-04,-2.6857272159e-02
1.800000,-0.600000,-1.1797113558e-04,-2.3354936766e-02
1.800000,-0.500000,-8.4625143924e-05,-2.0088543730e-02
1.800000,-0.400000,-5.5649537359e-05,-1.6730138872e-02
1.800000,-0.300000,-3.1977442475e-05,-1.4292557989e-02
1.800000,-0.200000,-1.4425363277e-05,-1.0154772606e-02
1.800000,-0.100000,-3.6308745896e-06,-6.6676640799e-03
1.800000,0.000000,0.0000000000e+00,-2.5209871517e-03
1.800000,0.100000,-3.6719529962e-06,1.7181298905e-03
1.800000,0.200000,-1.4506734805e-05,5.4498752422e-03
1.800000,0.300000,-3.2097583152e-05,9.7050060931e-03
1.800000,0.400000,-5.5806272096e-05,1.2724878588e-02
1.800000,0.500000,-8.4815764952e-05,1.6437915779e-02
1.800000,0.600000,-1.1819253903e-04,1.9818760185e-02
1.800000,0.700000,-1.5495041388e-04,2.3987845009e-02
1.800000,0.800000,-1.9410879109e-04,2.9323741472e-02
1.800000,0.900000,-2.3474033014e-04,3.2864549530e-02
1.800000,1.000000,-2.7600556578e-04,3.1111197491e-02
1.800000,1.100000,-3.1717422609e-04,2.7854787555e-02
1.800000,1.200000,-3.5763466946e-04,3.0412408539e-02
1.800000,1.300000,-3.9689380608e-04,4.4259277143e-02
1.800000,1.400000,-4.3457018122e-04,5.2836456907e-02
1.800000,1.500000,-4.7038274892e-04,3.8916320647e-02
1.800000,1.600000,-5.0413745166e-04,2.5407774436e-02
1.800000,1.700000,-5.3571320797e-04,2.6726883044e-02
1.800000,1.800000,-5.6504840843e-04,2.8213037588e-02
1.800000,1.900000,-5.9212859271e-04,3.1456148490e-02
1.800000,2.000000,-6.1697564980e-04,6.0996069564e-02
1.800000,2.100000,-6.3963864926e-04,6.6900598209e-02
1.800000,2.200000,-6.6018625846e-04,5.7050188974e-02
1.800000,2.300000,-6.7870061203e-04,4.5311782381e-02
1.800000,2.400000,-6.9527245633e-04,9.1617431712e-02
1.800000,2.500000,-7.0999737885e-04,6.6137861894e-02
1.800000,2.600000,-7.2297293859e-04,6.8644909404e-02
1.800000,2.700000,-7.3429652940e-04,9.8335392065e-02
1.800000,2.800000,-7.4406382990e-04,6.4374094978e-02
1.800000,2.900000,-7.5236771525e-04,1.0402077355e-01
1.800000,3.000000,-7.5929752756e-04,7.4814748280e-02
1.800000,3.100000,-7.6493862076e-04,1.0440897945e-01
1.900000,-3.200000,-7.4629238767e-04,-2.2282601082e-03
1.900000,-3.100000,-7.3897169403e-04,5.5042264724e-03
1.900000,-3.000000,-7.3249101006e-04,-6.1760921071e-04
1.900000,-2.900000,-7.2471892265e-04,2.0613874990e-03
1.900000,-2.800000,-7.1557636730e-04,2.1787218681e-03
1.900000,-2.700000,-7.0498173196e-04,-3.6703829275e-03
1.900000,-2.600000,-6.9285154442e-04,1.6119283296e-03
1.900000,-2.500000,-6.7910145224e-04,-3.1328903023e-03
1.900000,-2.400000,-6.6364757205e-04,-9.0008164825e-04
1.900000,-2.300000,-6.4640829961e-04,-1.0021011122e-03
1.900000,-2.200000,-6.2730668587e-04,2.3769463264e-04
1.900000,-2.100000,-6.0627349775e-04,1.3972576540e-04
1.900000,-2.000000,-5.8325109142e-04,-5.5287246034e-04
1.900000,-1.900000,-5.5819822795e-04,1.9735089107e-04
1.900000,-1.800000,-5.3109595058e-04,6.0356976778e-03
1.900000,-1.700000,-5.0195461228e-04,1.2736664669e-02
1.900000,-1.600000,-4.7082208338e-04,2.0834876897e-02
1.900000,-1.500000,-4.3779307055e-04,3.7717269128e-02
1.900000,-1.400000,-4.0301932984e-04,4.2193578360e-02
1.900000,-1.300000,-3.6672034950e-04,3.6236472330e-02
1.900000,-1.200000,-3.2919381040e-04,3.3311601566e-02
1.900000,-1.100000,-2.9082481325e-04,3.1549405802e-02
1.900000,-1.000000,-2.5209252344e-04,2.5571559476e-02
1.900000,-0.900000,-2.1357258181e-04,1.4693816600e-02
1.900000,-0.800000,-1.7593345090e-04,7.2224787994e-03
1.900000,-0.700000,-1.3992492028e-04,4.2626728793e-03
1.900000,-0.600000,-1.0635739678e-04,3.3632174376e-03
1.900000,-0.500000,-7.6071436839e-05,4.1704609829e-03
1.900000,-0.400000,-4.9898238715e-05,4.2499879206e-03
1.900000,-0.300000,-2.8613378333e-05,4.6786678645e-03
1.900000,-0.200000,-1.2887674120e-05,3.7249784178e-03
1.900000,-0.100000,-3.2403262329e-06,3.2350500319e-03
1.900000,0.000000,0.0000000000e+00,2.0234075427e-03
1.900000,0.100000,-3.2790349411e-06,8.1980794290e-04
1.900000,0.200000,-1.2964422534e-05,3.2415029634e-05
1.900000,0.300000,-2.8726864234e-05,-1.3667895413e-03
1.900000,0.400000,-5.0046594331e-05,-1.4322916696e-03
1.900000,0.500000,-7.6252321308e-05,-2.1809706288e-03
1.900000,0.600000,-1.0656810431e-04,-1.8246837997e-03
1.900000,0.700000,-1.4016249443e-04,-2.6869797481e-03
1.900000,0.800000,-1.7619479610e-04,-5.2728984073e-03
1.900000,0.900000,-2.1385456500e-04,-1.0814885764e-02
1.900000,1.000000,-2.5239206117e-04,-2.1863617254e-02
1.900000,1.100000,-2.9113894143e-04,-2.6617475999e-02
1.900000,1.200000,-3.2951973639e-04,-2.8350758975e-02
1.900000,1.300000,-3.6705548752e-04,-3.3833269403e-02
1.900000,1.400000,-4.0336132164e-04,-3.8712477911e-02
1.900000,1.500000,-4.3813979399e-04,-3.2065365647e-02
1.900000,1.600000,-4.7117165138e-04,-1.7641764926e-02
1.900000,1.700000,-5.0230536486e-04,-1.2962763698e-02
1.900000,1.800000,-5.3144644201e-04,-9.3478751873e-03
1.900000,1.900000,-5.5854721091e-04,-1.0924175235e-03
1.900000,2.000000,-5.8359749960e-04,1.1888896678e-03
1.900000,2.100000,-6.0661642795e-04,-7.5289303826e-04
1.900000,2.200000,-6.2764538033e-04,2.7809525909e-03
1.900000,2.300000,-6.4674212921e-04,1.4872211385e-04
1.900000,2.400000,-6.6397602060e-04,1.5800052169e-03
1.900000,2.500000,-6.7942410207e-04,4.1475907059e-03
1.900000,2.600000,-6.9316806334e-04,-3.1636072650e-03
1.900000,2.700000,-7.0529186158e-04,4.1924382203e-03
1.900000,2.800000,-7.1587991273e-04,-3.1212280497e-03
1.900000,2.900000,-7.2501574333e-04,-2.7797036814e-03
1.900000,3.000000,-7.3278101182e-04,4.9826201264e-04
1.900000,3.100000,-7.3925482211e-04,-6.6597344896e-03
2.000000,-3.200000,-7.2148994277e-04,-4.5147785781e-04
2.000000,-3.100000,-7.1343108481e-04,-2.5167201848e-03
2.000000,-3.000000,-7.0619489361e-04,-4.4013670193e-04
2.000000,-2.900000,-6.9767378488e-04,-4.0314377829e-03
2.000000,-2.800000,-6.8779559699e-04,5.8972014909e-04
2.000000,-2.700000,-6.7648699171e-04,-1.9272296957e-03
2.000000,-2.600000,-6.6367432766e-04,-1.5585433242e-03
2.000000,-2.500000,-6.4928483044e-04,5.1856958983e-03
2.000000,-2.400000,-6.3324812698e-04,-7.0668972346e-03
2.000000,-2.300000,-6.1549822073e-04,8.6407142019e-03
2.000000,-2.200000,-5.9597599271e-04,-2.8438338655e-03
2.000000,-2.100000,-5.7463231860e-04,-3.0219973892e-04
2.000000,-2.000000,-5.5143189220e-04,2.5274313893e-03
2.000000,-1.900000,-5.2635783695e-04,6.1662492473e-03
2.000000,-1.800000,-4.9941716584e-04,1.4871894875e-02
2.000000,-1.700000,-4.7064710974e-04,2.6895838227e-02
2.000000,-1.600000,-4.4012226950e-04,2.0855235647e-02
2.000000,-1.500000,-4.0796245073e-04,1.3519968391e-02
2.000000,-1.400000,-3.7434090714e-04,1.3824972843e-02
2.000000,-1.300000,-3.3949254674e-04,9.7232065735e-03
2.000000,-1.200000,-3.0372144893e-04,2.9157115008e-03
2.000000,-1.100000,-2.6740681599e-04,5.4269955622e-04
2.000000,-1.000000,-2.3100626717e-04,5.7175764268e-04
2.000000,-0.900000,-1.9505522619e-04,1.4750858310e-03
2.000000,-0.800000,-1.6016111345e-04,3.8329837750e-03
2.000000,-0.700000,-1.2699120509e-04,6.3050301387e-03
2.000000,-0.600000,-9.6253422596e-05,7.2482560152e-03
2.000000,-0.500000,-6.8670000541e-05,8.0350551506e-03
2.000000,-0.400000,-4.4944916843e-05,6.1829881069e-03
2.000000,-0.300000,-2.5727050384e-05,5.9819671687e-03
2.000000,-0.200000,-1.1572066778e-05,4.0227427995e-03
2.000000,-0.100000,-2.9067835589e-06,3.4359641953e-03
2.000000,0.000000,0.0000000000e+00,2.2252957601e-03
2.000000,0.100000,-2.9433468753e-06,1.1991325225e-03
2.000000,0.200000,-1.1644618924e-05,7.4139137975e-04
2.000000,0.300000,-2.5834470222e-05,-8.3675135754e-04
2.000000,0.400000,-4.5085589513e-05,-4.4263530058e-04
2.000000,0.500000,-6.8841890410e-05,-2.1029885164e-03
2.000000,0.600000,-9.6454159667e-05,-8.0856548923e-04
2.000000,0.700000,-1.2721817776e-04,-5.7731298111e-04
2.000000,0.800000,-1.6041156086e-04,2.2995997738e-04
2.000000,0.900000,-1.9532632450e-04,1.0816470981e-03
2.000000,1.000000,-2.3129520560e-04,2.8076238411e-04
2.000000,1.100000,-2.6771086013e-04,5.0657943612e-04
2.000000,1.200000,-3.0403799031e-04,1.7399998672e-04
2.000000,1.300000,-3.3981913890e-04,-6.7674034062e-03
2.000000,1.400000,-3.7467528938e-04,-1.0802900952e-02
2.000000,1.500000,-4.0830256116e-04,-9.7268749449e-03
2.000000,1.600000,-4.4046624941e-04,-1.7178143744e-02
2.000000,1.700000,-4.7099330108e-04,-2.7444691796e-02
2.000000,1.800000,-4.9976410379e-04,-1.9362377095e-02
2.000000,1.900000,-5.2670423896e-04,-1.2272671739e-02
2.000000,2.000000,-5.5177664487e-04,-8.3697221797e-03
2.000000,2.100000,-5.7497446349e-04,1.0053389695e-03
2.000000,2.200000,-5.9631471167e-04,8.4734234604e-04
2.000000,2.300000,-6.1583282157e-04,-5.7282577677e-03
2.000000,2.400000,-6.3357802964e-04,6.0459317648e-03
2.000000,2.500000,-6.4960955405e-04,-2.8009506889e-03
2.000000,2.600000,-6.6399347858e-04,1.5327955450e-03
2.000000,2.700000,-6.7680025265e-04,1.2550020441e-03
2.000000,2.800000,-6.8810271716e-04,1.1881876363e-04
2.000000,2.900000,-6.9797457118e-04,2.0698793184e-03
2.000000,3.000000,-7.0648920281e-04,1.0280281086e-03
2.000000,3.100000,-7.1371881665e-04,5.6281960799e-04
2.100000,-3.200000,-6.9684874442e-04,1.7873305806e-02
2.100000,-3.100000,-6.8814001716e-04,1.6408534625e-02
2.100000,-3.000000,-6.8022631610e-04,1.6899540815e-02
2.100000,-2.900000,-6.7104243665e-04,2.1339542349e-02
2.100000,-2.800000,-6.6052353870e-04,2.7450202630e-02
2.100000,-2.700000,-6.4860487909e-04,2.6973255875e-02
2.100000,-2.600000,-6.3522282549e-04,4.5239232776e-02
2.100000,-2.500000,-6.2031616003e-04,2.7873234594e-02
2.100000,-2.400000,-6.0382772919e-04,3.3637970558e-02
2.100000,-2.300000,-5.8570650157e-04,9.0538076474e-03
2.100000,-2.200000,-5.6591009805e-04,-3.0347985561e-03
2.100000,-2.100000,-5.4440785813e-04,8.5358009852e-04
2.100000,-2.000000,-5.2118449954e-04,7.4855067716e-04
2.100000,-1.900000,-4.9624441254e-04,1.0648388796e-03
2.100000,-1.800000,-4.6961660304e-04,-1.2068190170e-03
2.100000,-1.700000,-4.4136025462e-04,2.4098789362e-03
2.100000,-1.600000,-4.1157081589e-04,-3.7852551615e-04
2.100000,-1.500000,-3.8038643209e-04,-2.3962466163e-03
2.100000,-1.400000,-3.4799442767e-04,4.5542835459e-03
2.100000,-1.300000,-3.1463741052e-04,6.2727109930e-03
2.100000,-1.200000,-2.8061841808e-04,2.0069584754e-03
2.100000,-1.100000,-2.4630437399e-04,-8.4084152613e-05
2.100000,-1.000000,-2.1212699907e-04,1.8283620371e-03
2.100000,-0.900000,-1.7858025554e-04,2.2612470232e-03
2.100000,-0.800000,-1.4621344228e-04,1.2763515729e-03
2.100000,-0.700000,-1.1561924332e-04,-3.6884808358e-06
2.100000,-0.600000,-8.7416392922e-05,-7.8347747216e-04
2.100000,-0.500000,-6.2227163092e-05,-6.9913701866e-04
2.100000,-0.400000,-4.0650565257e-05,-2.8688201040e-04
2.100000,-0.300000,-2.3232902064e-05,-3.4363959119e-05
2.100000,-0.200000,-1.0437976147e-05,1.4405016310e-04
2.100000,-0.100000,-2.6197082493e-06,2.8753998025e-04
2.100000,0.000000,0.0000000000e+00,2.0125498821e-04
2.100000,0.100000,-2.6543190546e-06,1.7509063994e-04
2.100000,0.200000,-1.0506700871e-05,5.9966080688e-05
2.100000,0.300000,-2.3334768848e-05,-6.7933375133e-07
2.100000,0.400000,-4.0784169123e-05,-6.3978802940e-05
2.100000,0.500000,-6.2390724074e-05,1.3852976388e-04
2.100000,0.600000,-8.7607825667e-05,1.5065288646e-04
2.100000,0.700000,-1.1583623284e-04,3.7333055635e-05
2.100000,0.800000,-1.4645352066e-04,-4.2500359467e-04
2.100000,0.900000,-1.7884087512e-04,-1.7353263638e-04
2.100000,1.000000,-2.1240559859e-04,1.7352157289e-05
2.100000,1.100000,-2.4659843534e-04,6.7076491771e-04
2.100000,1.200000,-2.8092551243e-04,-4.0510415103e-03
2.100000,1.300000,-3.1495523374e-04,-8.1149485466e-03
2.100000,1.400000,-3.4832082545e-04,-5.9265957251e-03
2.100000,1.500000,-3.8071941591e-04,1.6961967962e-03
2.100000,1.600000,-4.1190857111e-04,-4.9806756456e-04
2.100000,1.700000,-4.4170114230e-04,-2.4799636473e-03
2.100000,1.800000,-4.6995915671e-04,6.7391850507e-05
2.100000,1.900000,-4.9658733141e-04,-5.4690186533e-03
2.100000,2.000000,-5.2152663915e-04,-1.9844738015e-03
2.100000,2.100000,-5.4474821942e-04,-2.0942661948e-03
2.100000,2.200000,-5.6624781562e-04,6.5227093979e-03
2.100000,2.300000,-5.8604083166e-04,-5.2843926912e-03
2.100000,2.400000,-6.0415803780e-04,-2.6391296609e-02
2.100000,2.500000,-6.2064191153e-04,-2.1397625925e-02
2.100000,2.600000,-6.3554357183e-04,-3.6590093285e-02
2.100000,2.700000,-6.4892024979e-04,-2.2144208491e-02
2.100000,2.800000,-6.6083323171e-04,-2.0870163830e-02
2.100000,2.900000,-6.7134620995e-04,-1.7212301089e-02
2.100000,3.000000,-6.8052398023e-04,-1.2604523925e-02
2.100000,3.100000,-6.8843142846e-04,-1.2549242134e-02
2.200000,-3.200000,-6.7245799649e-04,5.3331912656e-02
2.200000,-3.100000,-6.6318619102e-04,5.7216138327e-02
2.200000,-3.000000,-6.5467264213e-04,6.2500764360e-02
2.200000,-2.900000,-6.4491091537e-04,8.2763819121e-02
2.200000,-2.800000,-6.3384370336e-04,8.0019963416e-02
2.200000,-2.700000,-6.2141494748e-04,1.0325246354e-01
2.200000,-2.600000,-6.0757094873e-04,6.8419045675e-02
2.200000,-2.500000,-5.9226175263e-04,4.9905930477e-02
2.200000,-2.400000,-5.7544285350e-04,2.5464469042e-02
2.200000,-2.300000,-5.5707726479e-04,-7.1135533775e-03
2.200000,-2.200000,-5.3713800124e-04,-1.9329658916e-02
2.200000,-2.100000,-5.1561101311e-04,-2.5181969314e-03
2.200000,-2.000000,-4.9249860190e-04,4.6044658425e-03
2.200000,-1.900000,-4.6782332712e-04,3.4392671727e-02
2.200000,-1.800000,-4.4163238397e-04,3.7607879761e-02
2.200000,-1.700000,-4.1400238861e-04,2.2947635218e-02
2.200000,-1.600000,-3.8504444894e-04,2.6306578911e-02
2.200000,-1.500000,-3.5490932390e-04,1.8581965985e-02
2.200000,-1.400000,-3.2379238352e-04,4.3911932011e-03
2.200000,-1.300000,-2.9193797897e-04,-2.7268673226e-04
2.200000,-1.200000,-2.5964272652e-04,-8.9684646271e-04
2.200000,-1.100000,-2.2725711351e-04,-1.2757733854e-03
2.200000,-1.000000,-1.9518477108e-04,-8.0719670857e-04
2.200000,-0.900000,-1.6387875036e-04,1.3950792322e-03
2.200000,-0.800000,-1.3383421591e-04,2.2671265801e-03
